breed,date,rank,
wireFoxTerrier,1955,11,
wireFoxTerrier,1954,11,
wireFoxTerrier,1953,11,
wireFoxTerrier,1952,11,
wireFoxTerrier,1951,11,
wireFoxTerrier,1950,11,
wireFoxTerrier,1949,11,
wireFoxTerrier,1948,11,
wireFoxTerrier,1947,9,
wireFoxTerrier,1946,9,
yorkshireTerrier,2019,11,
yorkshireTerrier,2018,9,
yorkshireTerrier,2017,9,
yorkshireTerrier,2016,9,
yorkshireTerrier,2015,7,
yorkshireTerrier,2014,6,
yorkshireTerrier,2013,6,
yorkshireTerrier,2012,5,
yorkshireTerrier,2011,5,
yorkshireTerrier,2010,3,
yorkshireTerrier,2009,3,
yorkshireTerrier,2008,2,
yorkshireTerrier,2007,2,
yorkshireTerrier,2006,2,
yorkshireTerrier,2005,3,
yorkshireTerrier,2004,5,
yorkshireTerrier,2003,6,
yorkshireTerrier,2002,6,
yorkshireTerrier,2001,6,
yorkshireTerrier,2000,7,
yorkshireTerrier,1999,9,
yorkshireTerrier,1998,9,
yorkshireTerrier,1997,9,
yorkshireTerrier,1996,9,
yorkshireTerrier,1995,10,
yorkshireTerrier,1994,11,
yorkshireTerrier,1993,11,
yorkshireTerrier,1992,11,
yorkshireTerrier,1991,11,
yorkshireTerrier,1990,11,
yorkshireTerrier,1989,11,
yorkshireTerrier,1988,11,
yorkshireTerrier,1987,11,
yorkshireTerrier,1986,11,
yorkshireTerrier,1985,11,
yorkshireTerrier,1984,11,
yorkshireTerrier,1983,11,
yorkshireTerrier,1982,11,
yorkshireTerrier,1981,11,
yorkshireTerrier,1980,11,
yorkshireTerrier,1979,11,
yorkshireTerrier,1978,11,
yorkshireTerrier,1977,11,
yorkshireTerrier,1976,11,
yorkshireTerrier,1975,11,
yorkshireTerrier,1974,11,
yorkshireTerrier,1973,11,
yorkshireTerrier,1972,11,
yorkshireTerrier,1971,11,
yorkshireTerrier,1970,11,
yorkshireTerrier,1969,11,
yorkshireTerrier,1968,11,
yorkshireTerrier,1967,11,
yorkshireTerrier,1966,11,
yorkshireTerrier,1965,11,
yorkshireTerrier,1964,11,
yorkshireTerrier,1963,11,
yorkshireTerrier,1962,11,
yorkshireTerrier,1961,11,
yorkshireTerrier,1960,11,
yorkshireTerrier,1959,11,
yorkshireTerrier,1958,11,
yorkshireTerrier,1957,11,
yorkshireTerrier,1956,11,
yorkshireTerrier,1955,11,
yorkshireTerrier,1954,11,
yorkshireTerrier,1953,11,
yorkshireTerrier,1952,11,
yorkshireTerrier,1951,11,
yorkshireTerrier,1950,11,
yorkshireTerrier,1949,11,
yorkshireTerrier,1948,11,
yorkshireTerrier,1947,11,
yorkshireTerrier,1946,11,
